#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
4716,DEL CEP,000-BCQ-471,2459882.48965,4.060,0.012,False,Johnson V,CCD,KPRB,1.047,True
4717,DEL CEP,000-BCQ-471,2459883.48720,5.044,0.011,False,Johnson B,CCD,KPRB,1.047,True
4718,DEL CEP,000-BCQ-471,2459883.48799,5.049,0.014,False,Johnson B,CCD,KPRB,1.046,True
4719,DEL CEP,000-BCQ-471,2459883.48932,4.251,0.018,False,Johnson V,CCD,KPRB,1.046,True
4720,DEL CEP,000-BCQ-471,2459886.48218,3.720,0.009,False,Johnson V,CCD,KPRB,1.045,True
4721,DEL CEP,000-BCQ-471,2459886.49373,3.190,0.013,False,Cousins R,CCD,SAH,,False
4722,DEL CEP,000-BCQ-471,2459886.49990,2.925,0.012,False,Cousins I,CCD,SAH,,False
4723,DEL CEP,000-BCQ-471,2459886.50591,4.231,0.010,False,Johnson B,CCD,SAH,,False
4724,DEL CEP,000-BCQ-471,2459886.51184,3.652,0.011,False,Johnson V,CCD,SAH,,False
4725,DEL CEP,000-BCQ-471,2459887.47991,4.763,0.020,False,Johnson B,CCD,KPRB,1.044,True
4726,DEL CEP,000-BCQ-471,2459887.48124,3.993,0.012,False,Johnson V,CCD,KPRB,1.044,True
4727,DEL CEP,000-BCQ-471,2459888.48517,4.964,0.010,False,Johnson B,CCD,KPRB,1.040,True
4728,DEL CEP,000-BCQ-471,2459888.48595,4.996,0.014,False,Johnson B,CCD,KPRB,1.040,True
4729,DEL CEP,000-BCQ-471,2459888.48729,4.144,0.011,False,Johnson V,CCD,KPRB,1.039,True
4730,DEL CEP,000-BCQ-471,2459889.52623,5.191,0.013,False,Johnson B,CCD,KPRB,1.037,True
4731,DEL CEP,000-BCQ-471,2459889.52753,4.417,0.019,False,Johnson V,CCD,KPRB,1.037,True
4732,DEL CEP,000-BCQ-471,2459891.48196,3.666,0.010,False,Johnson V,CCD,KPRB,1.038,True
4733,DEL CEP,000-BCQ-471,2459892.48042,3.829,0.009,False,Johnson V,CCD,KPRB,1.038,True
4734,DEL CEP,000-BCQ-471,2459893.47749,4.853,0.022,False,Johnson B,CCD,KPRB,1.038,True
4735,DEL CEP,000-BCQ-471,2459893.47828,4.861,0.011,False,Johnson B,CCD,KPRB,1.037,True
4736,DEL CEP,000-BCQ-471,2459893.47963,4.071,0.011,False,Johnson V,CCD,KPRB,1.037,True
4737,DEL CEP,000-BCQ-471,2459894.47703,5.098,0.010,False,Johnson B,CCD,KPRB,1.037,True
4738,DEL CEP,000-BCQ-471,2459894.47782,5.113,0.013,False,Johnson B,CCD,KPRB,1.037,True
4739,DEL CEP,000-BCQ-471,2459894.47917,4.172,0.002,False,Johnson V,CCD,KPRB,1.036,False
4740,DEL CEP,000-BCQ-471,2459903.48549,4.608,0.022,False,Johnson B,CCD,KPRB,1.036,True
4741,DEL CEP,000-BCQ-471,2459903.48627,4.737,0.002,False,Johnson B,CCD,KPRB,1.036,False
4742,DEL CEP,000-BCQ-471,2459904.52079,4.207,0.019,False,Johnson V,CCD,KPRB,1.055,True
4743,DEL CEP,000-BCQ-471,2459910.46800,5.157,0.013,False,Johnson B,CCD,KPRB,1.037,True
4744,DEL CEP,000-BCQ-471,2459910.47013,4.245,0.011,False,Johnson V,CCD,KPRB,1.037,True
4745,DEL CEP,000-BCQ-471,2459912.54050,4.030,0.007,False,Johnson B,CCD,KPRB,1.105,True
4746,DEL CEP,000-BCQ-471,2459912.54257,3.516,0.006,False,Johnson V,CCD,KPRB,1.108,True
4747,DEL CEP,000-BCQ-471,2459914.49966,3.926,0.011,False,Johnson V,CCD,SAH,,False
4748,DEL CEP,000-BCQ-471,2459914.50449,3.373,0.010,False,Cousins R,CCD,SAH,,False
4749,DEL CEP,000-BCQ-471,2459914.50962,3.105,0.014,False,Cousins I,CCD,SAH,,False
4750,DEL CEP,000-BCQ-471,2459914.51689,4.580,0.015,False,Johnson B,CCD,SAH,,False
4751,DEL CEP,000-BCQ-471,2459918.49904,3.695,0.012,False,Johnson V,CCD,KPRB,1.070,True
4752,DEL CEP,000-BCQ-471,2459922.46606,4.638,0.013,False,Johnson B,CCD,KPRB,1.051,True
4753,DEL CEP,000-BCQ-471,2459922.46810,3.928,0.015,False,Johnson V,CCD,KPRB,1.052,True
4754,DEL CEP,000-BCQ-471,2459923.47000,3.471,0.019,False,Johnson V,CCD,KPRB,1.056,True
4755,DEL CEP,000-BCQ-471,2459926.51171,5.140,0.017,False,Johnson B,CCD,KPRB,1.120,True
4756,DEL CEP,000-BCQ-471,2459926.51404,4.285,0.002,False,Johnson V,CCD,KPRB,1.123,False
4757,DEL CEP,000-BCQ-471,2459927.46469,5.062,0.023,False,Johnson B,CCD,KPRB,1.061,True
4758,DEL CEP,000-BCQ-471,2459927.46703,4.274,0.002,False,Johnson V,CCD,KPRB,1.063,False
4759,DEL CEP,000-BCQ-471,2459928.46699,3.814,0.023,False,Johnson B,CCD,KPRB,1.066,True
4760,DEL CEP,000-BCQ-471,2459928.46932,3.481,0.020,False,Johnson V,CCD,KPRB,1.068,True
4761,DEL CEP,000-BCQ-471,2459934.44779,4.145,0.021,False,Johnson B,CCD,KPRB,1.063,True
4762,DEL CEP,000-BCQ-471,2459934.45030,3.679,0.018,False,Johnson V,CCD,KPRB,1.066,True
4763,DEL CEP,000-BCQ-471,2459935.44814,4.593,0.019,False,Johnson B,CCD,KPRB,1.066,True
4764,DEL CEP,000-BCQ-471,2459935.45046,3.944,0.016,False,Johnson V,CCD,KPRB,1.068,True
4765,DEL CEP,000-BCQ-471,2459939.44185,4.011,0.022,False,Johnson B,CCD,KPRB,1.072,True
4766,DEL CEP,000-BCQ-471,2459939.44405,3.614,0.019,False,Johnson V,CCD,KPRB,1.074,True
4767,DEL CEP,000-BCQ-471,2459940.44119,4.432,0.018,False,Johnson B,CCD,KPRB,1.074,True
4768,DEL CEP,000-BCQ-471,2459940.44333,3.763,0.016,False,Johnson V,CCD,KPRB,1.076,True
4769,DEL CEP,000-BCQ-471,2459941.44064,4.822,0.017,False,Johnson B,CCD,KPRB,1.076,True
4770,DEL CEP,000-BCQ-471,2459941.44289,4.041,0.015,False,Johnson V,CCD,KPRB,1.078,True
4771,DEL CEP,000-BCQ-471,2459943.44257,5.175,0.016,False,Johnson B,CCD,KPRB,1.085,True
4772,DEL CEP,000-BCQ-471,2459943.44493,4.353,0.014,False,Johnson V,CCD,KPRB,1.088,True
4773,DEL CEP,000-BCQ-471,2460018.90941,3.426,0.013,False,Cousins R,CCD,SAH,,False
4774,DEL CEP,000-BCQ-471,2460018.91317,3.138,0.013,False,Cousins I,CCD,SAH,,False
4775,DEL CEP,000-BCQ-471,2460018.91860,4.597,0.041,False,Johnson B,CCD,SAH,,False
4776,DEL CEP,000-BCQ-471,2460018.92510,3.946,0.028,False,Johnson V,CCD,SAH,,False
4777,DEL CEP,000-BCQ-471,2460022.92436,4.087,0.016,False,Johnson V,CCD,SAH,,False
4778,DEL CEP,000-BCQ-471,2460022.93042,3.452,0.017,False,Cousins R,CCD,SAH,,False
4779,DEL CEP,000-BCQ-471,2460022.93744,3.164,0.012,False,Cousins I,CCD,SAH,,False
4780,DEL CEP,000-BCQ-471,2460022.94426,4.691,0.023,False,Johnson B,CCD,SAH,,False
4781,DEL CEP,000-BCQ-471,2460040.92013,3.067,0.012,False,Cousins R,CCD,SAH,,False
4782,DEL CEP,000-BCQ-471,2460040.92409,2.850,0.022,False,Cousins I,CCD,SAH,,False
4783,DEL CEP,000-BCQ-471,2460040.92944,3.894,0.010,False,Johnson B,CCD,SAH,,False
4784,DEL CEP,000-BCQ-471,2460040.93590,3.462,0.014,False,Johnson V,CCD,SAH,,False
4785,DEL CEP,000-BCQ-471,2460047.86433,3.771,0.011,False,Johnson V,CCD,SAH,,False
4786,DEL CEP,000-BCQ-471,2460047.87088,3.222,0.011,False,Cousins R,CCD,SAH,,False
4787,DEL CEP,000-BCQ-471,2460047.87531,2.989,0.013,False,Cousins I,CCD,SAH,,False
4788,DEL CEP,000-BCQ-471,2460047.88053,4.328,0.013,False,Johnson B,CCD,SAH,,False
4789,DEL CEP,000-BCQ-471,2460061.83483,4.123,0.025,False,Johnson V,CCD,SAH,,False
4790,DEL CEP,000-BCQ-471,2460061.84271,3.481,0.025,False,Cousins R,CCD,SAH,,False
4791,DEL CEP,000-BCQ-471,2460061.84755,3.265,0.018,False,Cousins I,CCD,SAH,,False
4792,DEL CEP,000-BCQ-471,2460061.85258,4.687,0.023,False,Johnson B,CCD,SAH,,False
4793,DEL CEP,000-BCQ-471,2460071.84995,5.170,0.003,False,Johnson B,CCD,KPRB,1.271,True
4794,DEL CEP,000-BCQ-471,2460071.85223,4.297,0.002,False,Johnson V,CCD,KPRB,1.264,True
4795,DEL CEP,000-BCQ-471,2460073.84905,3.510,0.003,False,Johnson V,CCD,KPRB,1.257,True
4796,DEL CEP,000-BCQ-471,2460074.84443,4.524,0.002,False,Johnson B,CCD,KPRB,1.262,True
4797,DEL CEP,000-BCQ-471,2460074.84660,3.806,0.002,False,Johnson V,CCD,KPRB,1.256,True
4798,DEL CEP,000-BCQ-471,2460075.80920,3.418,0.018,False,Cousins R,CCD,SAH,,False
4799,DEL CEP,000-BCQ-471,2460075.81389,3.138,0.013,False,Cousins I,CCD,SAH,,False
4800,DEL CEP,000-BCQ-471,2460075.81986,4.633,0.024,False,Johnson B,CCD,SAH,,False
4801,DEL CEP,000-BCQ-471,2460075.82580,4.025,0.018,False,Johnson V,CCD,SAH,,False
4802,DEL CEP,000-BCQ-471,2460075.84215,4.829,0.003,False,Johnson B,CCD,KPRB,1.260,True
4803,DEL CEP,000-BCQ-471,2460075.84432,4.078,0.003,False,Johnson V,CCD,KPRB,1.255,True
4804,DEL CEP,000-BCQ-471,2460076.84098,5.167,0.003,False,Johnson B,CCD,KPRB,1.257,True
4805,DEL CEP,000-BCQ-471,2460076.84313,4.231,0.003,False,Johnson V,CCD,KPRB,1.251,True
4806,DEL CEP,000-BCQ-471,2460077.82272,4.989,0.003,False,Johnson B,CCD,KPRB,1.310,True
4807,DEL CEP,000-BCQ-471,2460077.82500,4.186,0.002,False,Johnson V,CCD,KPRB,1.303,True
4808,DEL CEP,000-BCQ-471,2460078.84166,3.905,0.001,False,Johnson B,CCD,KPRB,1.238,True
4809,DEL CEP,000-BCQ-471,2460078.84394,3.463,0.001,False,Johnson V,CCD,KPRB,1.233,True
4810,DEL CEP,000-BCQ-471,2460079.83709,4.441,0.002,False,Johnson B,CCD,KPRB,1.244,True
4811,DEL CEP,000-BCQ-471,2460079.83941,3.723,0.002,False,Johnson V,CCD,KPRB,1.238,True
4812,DEL CEP,000-BCQ-471,2460081.79007,3.509,0.021,False,Cousins R,CCD,SAH,,False
4813,DEL CEP,000-BCQ-471,2460081.79385,3.229,0.022,False,Cousins I,CCD,SAH,,False
4814,DEL CEP,000-BCQ-471,2460081.80086,4.835,0.016,False,Johnson B,CCD,SAH,,False
4815,DEL CEP,000-BCQ-471,2460081.80693,4.128,0.028,False,Johnson V,CCD,SAH,,False
4816,DEL CEP,000-BCQ-471,2460083.80794,4.018,0.002,False,Johnson B,CCD,KPRB,1.302,True
4817,DEL CEP,000-BCQ-471,2460083.81009,3.591,0.002,False,Johnson V,CCD,KPRB,1.296,True
4818,DEL CEP,000-BCQ-471,2460084.82220,3.605,0.002,False,Johnson V,CCD,KPRB,1.247,True
4819,DEL CEP,000-BCQ-471,2460084.82220,3.588,0.002,False,Johnson V,CCD,KPRB,1.247,True
4820,DEL CEP,000-BCQ-471,2460087.82203,4.309,0.003,False,Johnson V,CCD,KPRB,1.224,True
4821,DEL CEP,000-BCQ-471,2460087.82203,4.298,0.003,False,Johnson V,CCD,KPRB,1.224,True
4822,DEL CEP,000-BCQ-471,2460088.81832,3.931,0.003,False,Johnson V,CCD,KPRB,1.226,True
4823,DEL CEP,000-BCQ-471,2460088.81832,3.950,0.003,False,Johnson V,CCD,KPRB,1.226,True
4824,DEL CEP,000-BCQ-471,2460090.80955,4.486,0.002,False,Johnson B,CCD,KPRB,1.235,True
4825,DEL CEP,000-BCQ-471,2460090.80955,4.498,0.002,False,Johnson B,CCD,KPRB,1.235,True
4826,DEL CEP,000-BCQ-471,2460090.81182,3.778,0.002,False,Johnson V,CCD,KPRB,1.229,True
4827,DEL CEP,000-BCQ-471,2460090.81182,3.797,0.002,False,Johnson V,CCD,KPRB,1.229,True
4828,DEL CEP,000-BCQ-471,2460091.77732,3.401,0.015,False,Cousins R,CCD,SAH,,False
4829,DEL CEP,000-BCQ-471,2460091.78288,3.105,0.012,False,Cousins I,CCD,SAH,,False
4830,DEL CEP,000-BCQ-471,2460091.78795,4.617,0.015,False,Johnson B,CCD,SAH,,False
4831,DEL CEP,000-BCQ-471,2460091.79831,4.800,0.003,False,Johnson B,CCD,KPRB,1.261,True
4832,DEL CEP,000-BCQ-471,2460091.79831,4.782,0.003,False,Johnson B,CCD,KPRB,1.261,True
4833,DEL CEP,000-BCQ-471,2460091.80069,4.012,0.002,False,Johnson V,CCD,KPRB,1.255,True
4834,DEL CEP,000-BCQ-471,2460091.80069,4.031,0.002,False,Johnson V,CCD,KPRB,1.255,True
4835,DEL CEP,000-BCQ-471,2460092.80605,4.994,0.003,False,Johnson B,CCD,KPRB,1.229,True
4836,DEL CEP,000-BCQ-471,2460092.80605,5.003,0.003,False,Johnson B,CCD,KPRB,1.229,True
4837,DEL CEP,000-BCQ-471,2460092.80844,4.197,0.002,False,Johnson V,CCD,KPRB,1.224,True
4838,DEL CEP,000-BCQ-471,2460092.80844,4.216,0.002,False,Johnson V,CCD,KPRB,1.224,True
4839,DEL CEP,000-BCQ-471,2460093.79954,5.028,0.003,False,Johnson B,CCD,KPRB,1.242,True
4840,DEL CEP,000-BCQ-471,2460093.80184,4.211,0.003,False,Johnson V,CCD,KPRB,1.236,True
4841,DEL CEP,000-BCQ-471,2460094.80321,3.837,0.002,False,Johnson B,CCD,KPRB,1.223,True
4842,DEL CEP,000-BCQ-471,2460094.80551,3.460,0.002,False,Johnson V,CCD,KPRB,1.218,True
4843,DEL CEP,000-BCQ-471,2460095.79541,4.301,0.003,False,Johnson B,CCD,KPRB,1.238,True
4844,DEL CEP,000-BCQ-471,2460095.79778,3.693,0.002,False,Johnson V,CCD,KPRB,1.232,True
4845,DEL CEP,000-BCQ-471,2460096.79108,4.752,0.003,False,Johnson B,CCD,KPRB,1.243,True
4846,DEL CEP,000-BCQ-471,2460096.79346,3.952,0.002,False,Johnson V,CCD,KPRB,1.237,True
4847,DEL CEP,000-BCQ-471,2460097.76651,3.475,0.017,False,Cousins R,CCD,SAH,,False
4848,DEL CEP,000-BCQ-471,2460097.76993,3.185,0.020,False,Cousins I,CCD,SAH,,False
4849,DEL CEP,000-BCQ-471,2460097.77466,4.756,0.027,False,Johnson B,CCD,SAH,,False
4850,DEL CEP,000-BCQ-471,2460097.78058,4.052,0.014,False,Johnson V,CCD,SAH,,False
4851,DEL CEP,000-BCQ-471,2460103.72758,3.555,0.018,False,Cousins R,CCD,SAH,,False
4852,DEL CEP,000-BCQ-471,2460103.73311,3.245,0.008,False,Cousins I,CCD,SAH,,False
4853,DEL CEP,000-BCQ-471,2460103.73803,4.804,0.028,False,Johnson B,CCD,SAH,,False
4854,DEL CEP,000-BCQ-471,2460103.74533,4.140,0.020,False,Johnson V,CCD,SAH,,False
4855,DEL CEP,000-BCQ-471,2460104.72753,3.501,0.016,False,Cousins R,CCD,SAH,,False
4856,DEL CEP,000-BCQ-471,2460104.73194,3.213,0.011,False,Cousins I,CCD,SAH,,False
4857,DEL CEP,000-BCQ-471,2460104.73709,4.623,0.029,False,Johnson B,CCD,SAH,,False
4858,DEL CEP,000-BCQ-471,2460104.74320,4.001,0.019,False,Johnson V,CCD,SAH,,False
4859,DEL CEP,000-BCQ-471,2460105.73749,2.976,0.013,False,Cousins R,CCD,SAH,,False
4860,DEL CEP,000-BCQ-471,2460105.74167,2.799,0.015,False,Cousins I,CCD,SAH,,False
4861,DEL CEP,000-BCQ-471,2460105.74782,3.887,0.019,False,Johnson B,CCD,SAH,,False
4862,DEL CEP,000-BCQ-471,2460105.75430,3.447,0.013,False,Johnson V,CCD,SAH,,False
4863,DEL CEP,000-BCQ-471,2460106.75301,4.387,0.004,False,Johnson B,CCD,KPRB,1.275,True
4864,DEL CEP,000-BCQ-471,2460106.75529,3.734,0.004,False,Johnson V,CCD,KPRB,1.269,True
4865,DEL CEP,000-BCQ-471,2460113.74685,3.490,0.021,False,Cousins R,CCD,SAH,,False
4866,DEL CEP,000-BCQ-471,2460113.75264,3.155,0.018,False,Cousins I,CCD,SAH,,False
4867,DEL CEP,000-BCQ-471,2460113.76297,4.789,0.020,False,Johnson B,CCD,SAH,,False
4868,DEL CEP,000-BCQ-471,2460113.77370,4.026,0.035,False,Johnson V,CCD,SAH,,False
4869,DEL CEP,000-BCQ-471,2460115.68610,3.325,0.016,False,Cousins R,CCD,SAH,,False
4870,DEL CEP,000-BCQ-471,2460115.68962,3.056,0.016,False,Cousins I,CCD,SAH,,False
4871,DEL CEP,000-BCQ-471,2460115.69570,4.379,0.011,False,Johnson B,CCD,SAH,,False
4872,DEL CEP,000-BCQ-471,2460115.70163,3.794,0.018,False,Johnson V,CCD,SAH,,False
4873,DEL CEP,000-BCQ-471,2460116.70419,3.063,0.017,False,Cousins R,CCD,SAH,,False
4874,DEL CEP,000-BCQ-471,2460116.71006,2.817,0.007,False,Cousins I,CCD,SAH,,False
4875,DEL CEP,000-BCQ-471,2460116.71506,3.994,0.012,False,Johnson B,CCD,SAH,,False
4876,DEL CEP,000-BCQ-471,2460116.73193,3.554,0.010,False,Johnson V,CCD,SAH,,False
4877,DEL CEP,000-BCQ-471,2460117.74571,3.247,0.012,False,Cousins R,CCD,SAH,,False
4878,DEL CEP,000-BCQ-471,2460117.74906,2.986,0.012,False,Cousins I,CCD,SAH,,False
4879,DEL CEP,000-BCQ-471,2460117.75405,4.424,0.008,False,Johnson B,CCD,SAH,,False
4880,DEL CEP,000-BCQ-471,2460117.76175,3.785,0.027,False,Johnson V,CCD,SAH,,False
4881,DEL CEP,000-BCQ-471,2460132.72741,3.043,0.013,False,Cousins R,CCD,SAH,,False
4882,DEL CEP,000-BCQ-471,2460132.73055,2.864,0.010,False,Cousins I,CCD,SAH,,False
4883,DEL CEP,000-BCQ-471,2460132.73562,4.013,0.008,False,Johnson B,CCD,SAH,,False
4884,DEL CEP,000-BCQ-471,2460132.74156,3.524,0.011,False,Johnson V,CCD,SAH,,False
4885,DEL CEP,000-BCQ-471,2460137.66758,3.901,0.002,False,Johnson B,CCD,KPRB,1.278,True
4886,DEL CEP,000-BCQ-471,2460137.66991,3.460,0.002,False,Johnson V,CCD,KPRB,1.272,True
4887,DEL CEP,000-BCQ-471,2460144.65707,3.282,0.010,False,Cousins R,CCD,SAH,,False
4888,DEL CEP,000-BCQ-471,2460144.66117,2.997,0.008,False,Cousins I,CCD,SAH,,False
4889,DEL CEP,000-BCQ-471,2460144.66641,4.454,0.022,False,Johnson B,CCD,SAH,,False
4890,DEL CEP,000-BCQ-471,2460144.67233,3.801,0.010,False,Johnson V,CCD,SAH,,False
4891,DEL CEP,000-BCQ-471,2460145.81709,4.939,0.002,False,Johnson B,CCD,KPRB,1.036,True
4892,DEL CEP,000-BCQ-471,2460145.81948,4.080,0.002,False,Johnson V,CCD,KPRB,1.036,True
4893,DEL CEP,000-BCQ-471,2460149.73929,4.444,0.002,False,Johnson B,CCD,KPRB,1.063,True
4894,DEL CEP,000-BCQ-471,2460149.74155,3.767,0.002,False,Johnson V,CCD,KPRB,1.061,True
4895,DEL CEP,000-BCQ-471,2460152.64775,3.610,0.012,False,Cousins R,CCD,SAH,,False
4896,DEL CEP,000-BCQ-471,2460152.65287,3.298,0.017,False,Cousins I,CCD,SAH,,False
4897,DEL CEP,000-BCQ-471,2460152.65841,4.912,0.018,False,Johnson B,CCD,SAH,,False
4898,DEL CEP,000-BCQ-471,2460152.66746,4.178,0.017,False,Johnson V,CCD,SAH,,False
4899,DEL CEP,000-BCQ-471,2460154.64716,4.238,0.002,False,Johnson B,CCD,KPRB,1.201,True
4900,DEL CEP,000-BCQ-471,2460154.64943,3.652,0.003,False,Johnson V,CCD,KPRB,1.195,True
4901,DEL CEP,000-BCQ-471,2460156.60253,4.947,0.003,False,Johnson B,CCD,KPRB,1.325,True
4902,DEL CEP,000-BCQ-471,2460156.60484,4.077,0.002,False,Johnson V,CCD,KPRB,1.318,True
4903,DEL CEP,000-BCQ-471,2460156.64880,4.068,0.019,False,Johnson V,CCD,SAH,,False
4904,DEL CEP,000-BCQ-471,2460156.65330,3.461,0.017,False,Cousins R,CCD,SAH,,False
4905,DEL CEP,000-BCQ-471,2460156.65645,3.146,0.020,False,Cousins I,CCD,SAH,,False
4906,DEL CEP,000-BCQ-471,2460156.66140,4.705,0.015,False,Johnson B,CCD,SAH,,False
4907,DEL CEP,000-BCQ-471,2460157.62203,5.182,0.003,False,Johnson B,CCD,KPRB,1.251,True
4908,DEL CEP,000-BCQ-471,2460157.62433,4.281,0.002,False,Johnson V,CCD,KPRB,1.245,True
4909,DEL CEP,000-BCQ-471,2460158.59351,4.601,0.002,False,Johnson B,CCD,KPRB,1.342,True
4910,DEL CEP,000-BCQ-471,2460158.59582,3.911,0.002,False,Johnson V,CCD,KPRB,1.334,True
4911,DEL CEP,000-BCQ-471,2460159.59223,4.008,0.002,False,Johnson B,CCD,KPRB,1.336,True
4912,DEL CEP,000-BCQ-471,2460159.59456,3.481,0.002,False,Johnson V,CCD,KPRB,1.328,True
4913,DEL CEP,000-BCQ-471,2460162.58612,5.121,0.003,False,Johnson B,CCD,KPRB,1.328,True
4914,DEL CEP,000-BCQ-471,2460162.58843,4.230,0.002,False,Johnson V,CCD,KPRB,1.321,True
4915,DEL CEP,000-BCQ-471,2460164.71351,3.032,0.011,False,Cousins R,CCD,SAH,,False
4916,DEL CEP,000-BCQ-471,2460164.71667,2.840,0.010,False,Cousins I,CCD,SAH,,False
4917,DEL CEP,000-BCQ-471,2460164.72163,3.974,0.013,False,Johnson B,CCD,SAH,,False
4918,DEL CEP,000-BCQ-471,2460164.72892,3.459,0.012,False,Johnson V,CCD,SAH,,False
4919,DEL CEP,000-BCQ-471,2460165.67305,3.727,0.011,False,Johnson V,CCD,SAH,,False
4920,DEL CEP,000-BCQ-471,2460165.67788,3.193,0.011,False,Cousins R,CCD,SAH,,False
4921,DEL CEP,000-BCQ-471,2460165.68152,2.955,0.011,False,Cousins I,CCD,SAH,,False
4922,DEL CEP,000-BCQ-471,2460165.68842,4.284,0.017,False,Johnson B,CCD,SAH,,False
4923,DEL CEP,000-BCQ-471,2460166.63456,4.783,0.003,False,Johnson B,CCD,KPRB,1.154,True
4924,DEL CEP,000-BCQ-471,2460166.63693,3.968,0.003,False,Johnson V,CCD,KPRB,1.150,True
4925,DEL CEP,000-BCQ-471,2460168.61421,5.199,0.004,False,Johnson B,CCD,KPRB,1.187,True
4926,DEL CEP,000-BCQ-471,2460168.61647,4.281,0.004,False,Johnson V,CCD,KPRB,1.182,True
4927,DEL CEP,000-BCQ-471,2460170.60567,4.163,0.002,False,Johnson B,CCD,KPRB,1.195,True
4928,DEL CEP,000-BCQ-471,2460170.60794,3.601,0.002,False,Johnson V,CCD,KPRB,1.190,True
4929,DEL CEP,000-BCQ-471,2460172.65749,4.039,0.013,False,Johnson V,CCD,SAH,,False
4930,DEL CEP,000-BCQ-471,2460172.66192,3.465,0.013,False,Cousins R,CCD,SAH,,False
4931,DEL CEP,000-BCQ-471,2460172.66622,3.152,0.013,False,Cousins I,CCD,SAH,,False
4932,DEL CEP,000-BCQ-471,2460172.67285,4.726,0.013,False,Johnson B,CCD,SAH,,False
4933,DEL CEP,000-BCQ-471,2460174.63962,3.960,0.014,False,Johnson V,CCD,SAH,,False
4934,DEL CEP,000-BCQ-471,2460174.64406,3.415,0.010,False,Cousins R,CCD,SAH,,False
4935,DEL CEP,000-BCQ-471,2460174.64874,3.141,0.005,False,Cousins I,CCD,SAH,,False
4936,DEL CEP,000-BCQ-471,2460174.65368,4.522,0.017,False,Johnson B,CCD,SAH,,False
4937,DEL CEP,000-BCQ-471,2460179.55537,5.136,0.003,False,Johnson B,CCD,KPRB,1.270,True
4938,DEL CEP,000-BCQ-471,2460179.55778,4.255,0.002,False,Johnson V,CCD,KPRB,1.264,True
4939,DEL CEP,000-BCQ-471,2460179.64793,3.292,0.011,False,Cousins I,CCD,SAH,,False
4940,DEL CEP,000-BCQ-471,2460179.65595,4.861,0.029,False,Johnson B,CCD,SAH,,False
4941,DEL CEP,000-BCQ-471,2460179.66260,4.235,0.011,False,Johnson V,CCD,SAH,,False
4942,DEL CEP,000-BCQ-471,2460179.66749,3.582,0.012,False,Cousins R,CCD,SAH,,False
4943,DEL CEP,000-BCQ-471,2460180.55266,3.957,0.002,False,Johnson B,CCD,KPRB,1.270,True
4944,DEL CEP,000-BCQ-471,2460180.55510,3.543,0.002,False,Johnson V,CCD,KPRB,1.263,True
4945,DEL CEP,000-BCQ-471,2460180.64635,3.464,0.011,False,Johnson V,CCD,SAH,,False
4946,DEL CEP,000-BCQ-471,2460180.65622,3.007,0.010,False,Cousins R,CCD,SAH,,False
4947,DEL CEP,000-BCQ-471,2460180.66014,2.819,0.011,False,Cousins I,CCD,SAH,,False
4948,DEL CEP,000-BCQ-471,2460180.66513,3.929,0.014,False,Johnson B,CCD,SAH,,False
4949,DEL CEP,000-BCQ-471,2460184.64013,4.217,0.014,False,Johnson V,CCD,SAH,,False
4950,DEL CEP,000-BCQ-471,2460184.64505,3.628,0.008,False,Cousins R,CCD,SAH,,False
4951,DEL CEP,000-BCQ-471,2460184.64834,3.321,0.013,False,Cousins I,CCD,SAH,,False
4952,DEL CEP,000-BCQ-471,2460184.65484,4.905,0.018,False,Johnson B,CCD,SAH,,False
4953,DEL CEP,000-BCQ-471,2460186.60056,3.572,0.012,False,Johnson V,CCD,SAH,,False
4954,DEL CEP,000-BCQ-471,2460186.60604,3.078,0.010,False,Cousins R,CCD,SAH,,False
4955,DEL CEP,000-BCQ-471,2460186.60990,2.865,0.009,False,Cousins I,CCD,SAH,,False
4956,DEL CEP,000-BCQ-471,2460186.61494,4.058,0.012,False,Johnson B,CCD,SAH,,False
4957,DEL CEP,000-BCQ-471,2460187.54208,4.554,0.002,False,Johnson B,CCD,KPRB,1.243,True
4958,DEL CEP,000-BCQ-471,2460187.54440,3.822,0.002,False,Johnson V,CCD,KPRB,1.237,True
4959,DEL CEP,000-BCQ-471,2460188.58391,4.921,0.003,False,Johnson B,CCD,KPRB,1.133,True
4960,DEL CEP,000-BCQ-471,2460188.58622,4.032,0.002,False,Johnson V,CCD,KPRB,1.129,True
4961,DEL CEP,000-BCQ-471,2460189.58432,5.161,0.005,False,Johnson B,CCD,KPRB,1.127,True
4962,DEL CEP,000-BCQ-471,2460189.58671,4.227,0.004,False,Johnson V,CCD,KPRB,1.124,True
4963,DEL CEP,000-BCQ-471,2460191.52280,3.884,0.002,False,Johnson B,CCD,KPRB,1.272,True
4964,DEL CEP,000-BCQ-471,2460191.52516,3.449,0.002,False,Johnson V,CCD,KPRB,1.266,True
4965,DEL CEP,000-BCQ-471,2460194.51094,5.038,0.003,False,Johnson B,CCD,KPRB,1.284,True
4966,DEL CEP,000-BCQ-471,2460194.51322,4.155,0.002,False,Johnson V,CCD,KPRB,1.278,True
4967,DEL CEP,000-BCQ-471,2460202.50978,3.997,0.001,False,Johnson B,CCD,KPRB,1.220,True
4968,DEL CEP,000-BCQ-471,2460202.51207,3.516,0.002,False,Johnson V,CCD,KPRB,1.214,True
